Log of events
-------------------------------------------------------------------
Number of Clients: 1000
Number of Queues: 20
Time of simulation: 200 seconds
[tArrivalMin, tArrivalMax] = [10, 100]
Time: 84
Waiting clients: (63, 85, 3)
(115, 85, 3)
(227, 85, 6)
(461, 85, 4)
(469, 85, 7)
(576, 85, 3)
(582, 85, 6)
(729, 85, 3)
(838, 85, 3)
(844, 85, 3)
(857, 85, 4)
(870, 85, 5)
(268, 86, 7)
(315, 86, 8)
(447, 86, 8)
(491, 86, 6)
(544, 86, 8)
(706, 86, 3)
(731, 86, 7)
(817, 86, 3)
(884, 86, 7)
(35, 87, 5)
(98, 87, 5)
(106, 87, 6)
(126, 87, 3)
(199, 87, 3)
(201, 87, 3)
(259, 87, 4)
(381, 87, 5)
(541, 87, 6)
(633, 87, 8)
(640, 87, 5)
(740, 87, 5)
(813, 87, 7)
(814, 87, 7)
(845, 87, 7)
(177, 88, 5)
(364, 88, 8)
(393, 88, 7)
(422, 88, 3)
(433, 88, 3)
(457, 88, 6)
(480, 88, 5)
(629, 88, 4)
(653, 88, 7)
(688, 88, 8)
(704, 88, 6)
(809, 88, 4)
(836, 88, 5)
(987, 88, 4)
(48, 89, 5)
(75, 89, 8)
(99, 89, 7)
(122, 89, 7)
(260, 89, 4)
(398, 89, 4)
(558, 89, 8)
(603, 89, 8)
(810, 89, 6)
(837, 89, 8)
(28, 90, 4)
(41, 90, 8)
(116, 90, 6)
(312, 90, 5)
(316, 90, 3)
(348, 90, 4)
(351, 90, 5)
(374, 90, 5)
(618, 90, 3)
(958, 90, 4)
(964, 90, 4)
(51, 91, 3)
(164, 91, 8)
(255, 91, 4)
(375, 91, 6)
(550, 91, 4)
(671, 91, 6)
(786, 91, 4)
(812, 91, 5)
(70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
(332, 92, 8)
(344, 92, 8)
(380, 92, 4)
(608, 92, 4)
(922, 92, 8)
(56, 93, 5)
(218, 93, 3)
(338, 93, 8)
(421, 93, 3)
(559, 93, 5)
(777, 93, 8)
(876, 93, 7)
(897, 93, 7)
(941, 93, 6)
(281, 94, 4)
(335, 94, 8)
(378, 94, 8)
(424, 94, 8)
(445, 94, 5)
(515, 94, 5)
(625, 94, 8)
(703, 94, 4)
(811, 94, 3)
(923, 94, 7)
(962, 94, 4)
(991, 94, 6)
(165, 95, 6)
(175, 95, 4)
(202, 95, 5)
(209, 95, 8)
(284, 95, 8)
(444, 95, 4)
(490, 95, 3)
(569, 95, 5)
(579, 95, 8)
(614, 95, 7)
(693, 95, 4)
(937, 95, 3)
(977, 95, 6)
(262, 96, 3)
(358, 96, 3)
(429, 96, 6)
(517, 96, 4)
(529, 96, 3)
(573, 96, 8)
(710, 96, 4)
(727, 96, 3)
(772, 96, 8)
(963, 96, 4)
(988, 96, 4)
(62, 97, 4)
(109, 97, 3)
(413, 97, 4)
(543, 97, 8)
(567, 97, 3)
(620, 97, 3)
(705, 97, 5)
(860, 97, 3)
(873, 97, 3)
(211, 98, 4)
(300, 98, 6)
(402, 98, 6)
(419, 98, 7)
(476, 98, 7)
(538, 98, 8)
(584, 98, 3)
(678, 98, 3)
(707, 98, 4)
(790, 98, 4)
(155, 99, 5)
(382, 99, 7)
(518, 99, 4)
(581, 99, 4)
(586, 99, 6)
(626, 99, 3)
(913, 99, 4)
(926, 99, 3)
___
Q1: (852, 79, 6)
(946, 79, 4)
(43, 84, 8)
^^^
Q2: (267, 78, 1)
(94, 81, 6)
(566, 82, 3)
^^^
Q3: (194, 80, 5)
(691, 82, 3)
(185, 84, 5)
^^^
Q4: (394, 80, 1)
(103, 82, 8)
(824, 82, 6)
^^^
Q5: (510, 80, 0)
(244, 81, 5)
(878, 82, 7)
^^^
Q6: (617, 78, 3)
(624, 80, 3)
(909, 82, 4)
^^^
Q7: (182, 79, 4)
(319, 81, 7)
(948, 82, 6)
^^^
Q8: (632, 78, 1)
(443, 81, 8)
(986, 82, 7)
^^^
Q9: (865, 79, 0)
(450, 81, 7)
(29, 83, 3)
^^^
Q10: (676, 78, 0)
(634, 80, 3)
(166, 83, 7)
^^^
Q11: (208, 79, 3)
(148, 82, 6)
(198, 83, 6)
^^^
Q12: (701, 80, 3)
(528, 81, 5)
(362, 83, 5)
^^^
Q13: (947, 78, 2)
(822, 80, 8)
(825, 83, 6)
^^^
Q14: (953, 78, 0)
(908, 80, 8)
(992, 83, 6)
^^^
Q15: (239, 79, 0)
(709, 81, 4)
(251, 84, 5)
^^^
Q16: (303, 79, 5)
(816, 81, 6)
(670, 84, 8)
^^^
Q17: (363, 79, 4)
(912, 80, 3)
(745, 84, 5)
^^^
Q18: (468, 79, 1)
(957, 80, 7)
(804, 84, 7)
^^^
Q19: (821, 81, 4)
(5, 83, 8)
(881, 84, 6)
^^^
Q20: (161, 79, 1)
(774, 79, 5)
(966, 84, 7)
^^^
-----------------------------------------------------------------------------------------------------------------
Time: 85
Waiting clients: (268, 86, 7)
(315, 86, 8)
(447, 86, 8)
(491, 86, 6)
(544, 86, 8)
(706, 86, 3)
(731, 86, 7)
(817, 86, 3)
(884, 86, 7)
(35, 87, 5)
(98, 87, 5)
(106, 87, 6)
(126, 87, 3)
(199, 87, 3)
(201, 87, 3)
(259, 87, 4)
(381, 87, 5)
(541, 87, 6)
(633, 87, 8)
(640, 87, 5)
(740, 87, 5)
(813, 87, 7)
(814, 87, 7)
(845, 87, 7)
(177, 88, 5)
(364, 88, 8)
(393, 88, 7)
(422, 88, 3)
(433, 88, 3)
(457, 88, 6)
(480, 88, 5)
(629, 88, 4)
(653, 88, 7)
(688, 88, 8)
(704, 88, 6)
(809, 88, 4)
(836, 88, 5)
(987, 88, 4)
(48, 89, 5)
(75, 89, 8)
(99, 89, 7)
(122, 89, 7)
(260, 89, 4)
(398, 89, 4)
(558, 89, 8)
(603, 89, 8)
(810, 89, 6)
(837, 89, 8)
(28, 90, 4)
(41, 90, 8)
(116, 90, 6)
(312, 90, 5)
(316, 90, 3)
(348, 90, 4)
(351, 90, 5)
(374, 90, 5)
(618, 90, 3)
(958, 90, 4)
(964, 90, 4)
(51, 91, 3)
(164, 91, 8)
(255, 91, 4)
(375, 91, 6)
(550, 91, 4)
(671, 91, 6)
(786, 91, 4)
(812, 91, 5)
(70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
(332, 92, 8)
(344, 92, 8)
(380, 92, 4)
(608, 92, 4)
(922, 92, 8)
(56, 93, 5)
(218, 93, 3)
(338, 93, 8)
(421, 93, 3)
(559, 93, 5)
(777, 93, 8)
(876, 93, 7)
(897, 93, 7)
(941, 93, 6)
(281, 94, 4)
(335, 94, 8)
(378, 94, 8)
(424, 94, 8)
(445, 94, 5)
(515, 94, 5)
(625, 94, 8)
(703, 94, 4)
(811, 94, 3)
(923, 94, 7)
(962, 94, 4)
(991, 94, 6)
(165, 95, 6)
(175, 95, 4)
(202, 95, 5)
(209, 95, 8)
(284, 95, 8)
(444, 95, 4)
(490, 95, 3)
(569, 95, 5)
(579, 95, 8)
(614, 95, 7)
(693, 95, 4)
(937, 95, 3)
(977, 95, 6)
(262, 96, 3)
(358, 96, 3)
(429, 96, 6)
(517, 96, 4)
(529, 96, 3)
(573, 96, 8)
(710, 96, 4)
(727, 96, 3)
(772, 96, 8)
(963, 96, 4)
(988, 96, 4)
(62, 97, 4)
(109, 97, 3)
(413, 97, 4)
(543, 97, 8)
(567, 97, 3)
(620, 97, 3)
(705, 97, 5)
(860, 97, 3)
(873, 97, 3)
(211, 98, 4)
(300, 98, 6)
(402, 98, 6)
(419, 98, 7)
(476, 98, 7)
(538, 98, 8)
(584, 98, 3)
(678, 98, 3)
(707, 98, 4)
(790, 98, 4)
(155, 99, 5)
(382, 99, 7)
(518, 99, 4)
(581, 99, 4)
(586, 99, 6)
(626, 99, 3)
(913, 99, 4)
(926, 99, 3)
___
Q1: (946, 79, 4)
(43, 84, 8)
(576, 85, 3)
^^^
Q2: (94, 81, 1)
(566, 82, 3)
(582, 85, 6)
^^^
Q3: (691, 82, 2)
(185, 84, 5)
(729, 85, 3)
^^^
Q4: (103, 82, 3)
(824, 82, 6)
(838, 85, 3)
^^^
Q5: (878, 82, 7)
(63, 85, 3)
(844, 85, 3)
^^^
Q6: (624, 80, 0)
(909, 82, 4)
(857, 85, 4)
^^^
Q7: (319, 81, 5)
(948, 82, 6)
(870, 85, 5)
^^^
Q8: (443, 81, 3)
(986, 82, 7)
^^^
Q9: (450, 81, 1)
(29, 83, 3)
(115, 85, 3)
^^^
Q10: (166, 83, 5)
(227, 85, 6)
^^^
Q11: (148, 82, 3)
(198, 83, 6)
^^^
Q12: (528, 81, 2)
(362, 83, 5)
^^^
Q13: (822, 80, 4)
(825, 83, 6)
^^^
Q14: (908, 80, 2)
(992, 83, 6)
(461, 85, 4)
^^^
Q15: (251, 84, 4)
(469, 85, 7)
^^^
Q16: (816, 81, 5)
(670, 84, 8)
^^^
Q17: (912, 80, 1)
(745, 84, 5)
^^^
Q18: (957, 80, 2)
(804, 84, 7)
^^^
Q19: (5, 83, 6)
(881, 84, 6)
^^^
Q20: (774, 79, 0)
(966, 84, 7)
^^^
-----------------------------------------------------------------------------------------------------------------
Time: 86
Waiting clients: (35, 87, 5)
(98, 87, 5)
(106, 87, 6)
(126, 87, 3)
(199, 87, 3)
(201, 87, 3)
(259, 87, 4)
(381, 87, 5)
(541, 87, 6)
(633, 87, 8)
(640, 87, 5)
(740, 87, 5)
(813, 87, 7)
(814, 87, 7)
(845, 87, 7)
(177, 88, 5)
(364, 88, 8)
(393, 88, 7)
(422, 88, 3)
(433, 88, 3)
(457, 88, 6)
(480, 88, 5)
(629, 88, 4)
(653, 88, 7)
(688, 88, 8)
(704, 88, 6)
(809, 88, 4)
(836, 88, 5)
(987, 88, 4)
(48, 89, 5)
(75, 89, 8)
(99, 89, 7)
(122, 89, 7)
(260, 89, 4)
(398, 89, 4)
(558, 89, 8)
(603, 89, 8)
(810, 89, 6)
(837, 89, 8)
(28, 90, 4)
(41, 90, 8)
(116, 90, 6)
(312, 90, 5)
(316, 90, 3)
(348, 90, 4)
(351, 90, 5)
(374, 90, 5)
(618, 90, 3)
(958, 90, 4)
(964, 90, 4)
(51, 91, 3)
(164, 91, 8)
(255, 91, 4)
(375, 91, 6)
(550, 91, 4)
(671, 91, 6)
(786, 91, 4)
(812, 91, 5)
(70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
(332, 92, 8)
(344, 92, 8)
(380, 92, 4)
(608, 92, 4)
(922, 92, 8)
(56, 93, 5)
(218, 93, 3)
(338, 93, 8)
(421, 93, 3)
(559, 93, 5)
(777, 93, 8)
(876, 93, 7)
(897, 93, 7)
(941, 93, 6)
(281, 94, 4)
(335, 94, 8)
(378, 94, 8)
(424, 94, 8)
(445, 94, 5)
(515, 94, 5)
(625, 94, 8)
(703, 94, 4)
(811, 94, 3)
(923, 94, 7)
(962, 94, 4)
(991, 94, 6)
(165, 95, 6)
(175, 95, 4)
(202, 95, 5)
(209, 95, 8)
(284, 95, 8)
(444, 95, 4)
(490, 95, 3)
(569, 95, 5)
(579, 95, 8)
(614, 95, 7)
(693, 95, 4)
(937, 95, 3)
(977, 95, 6)
(262, 96, 3)
(358, 96, 3)
(429, 96, 6)
(517, 96, 4)
(529, 96, 3)
(573, 96, 8)
(710, 96, 4)
(727, 96, 3)
(772, 96, 8)
(963, 96, 4)
(988, 96, 4)
(62, 97, 4)
(109, 97, 3)
(413, 97, 4)
(543, 97, 8)
(567, 97, 3)
(620, 97, 3)
(705, 97, 5)
(860, 97, 3)
(873, 97, 3)
(211, 98, 4)
(300, 98, 6)
(402, 98, 6)
(419, 98, 7)
(476, 98, 7)
(538, 98, 8)
(584, 98, 3)
(678, 98, 3)
(707, 98, 4)
(790, 98, 4)
(155, 99, 5)
(382, 99, 7)
(518, 99, 4)
(581, 99, 4)
(586, 99, 6)
(626, 99, 3)
(913, 99, 4)
(926, 99, 3)
___
Q1: (946, 79, 3)
(43, 84, 8)
(576, 85, 3)
^^^
Q2: (94, 81, 0)
(566, 82, 3)
(582, 85, 6)
^^^
Q3: (691, 82, 1)
(185, 84, 5)
(729, 85, 3)
^^^
Q4: (103, 82, 2)
(824, 82, 6)
(838, 85, 3)
^^^
Q5: (878, 82, 6)
(63, 85, 3)
(844, 85, 3)
^^^
Q6: (909, 82, 4)
(857, 85, 4)
(315, 86, 8)
^^^
Q7: (319, 81, 4)
(948, 82, 6)
(870, 85, 5)
^^^
Q8: (443, 81, 2)
(986, 82, 7)
(447, 86, 8)
^^^
Q9: (450, 81, 0)
(29, 83, 3)
(115, 85, 3)
^^^
Q10: (166, 83, 4)
(227, 85, 6)
(491, 86, 6)
^^^
Q11: (148, 82, 2)
(198, 83, 6)
(544, 86, 8)
^^^
Q12: (528, 81, 1)
(362, 83, 5)
(706, 86, 3)
^^^
Q13: (822, 80, 3)
(825, 83, 6)
(731, 86, 7)
^^^
Q14: (908, 80, 1)
(992, 83, 6)
(461, 85, 4)
^^^
Q15: (251, 84, 3)
(469, 85, 7)
(817, 86, 3)
^^^
Q16: (816, 81, 4)
(670, 84, 8)
(884, 86, 7)
^^^
Q17: (912, 80, 0)
(745, 84, 5)
^^^
Q18: (957, 80, 1)
(804, 84, 7)
^^^
Q19: (5, 83, 5)
(881, 84, 6)
^^^
Q20: (966, 84, 7)
(268, 86, 7)
^^^
-----------------------------------------------------------------------------------------------------------------
Time: 87
Waiting clients: (177, 88, 5)
(364, 88, 8)
(393, 88, 7)
(422, 88, 3)
(433, 88, 3)
(457, 88, 6)
(480, 88, 5)
(629, 88, 4)
(653, 88, 7)
(688, 88, 8)
(704, 88, 6)
(809, 88, 4)
(836, 88, 5)
(987, 88, 4)
(48, 89, 5)
(75, 89, 8)
(99, 89, 7)
(122, 89, 7)
(260, 89, 4)
(398, 89, 4)
(558, 89, 8)
(603, 89, 8)
(810, 89, 6)
(837, 89, 8)
(28, 90, 4)
(41, 90, 8)
(116, 90, 6)
(312, 90, 5)
(316, 90, 3)
(348, 90, 4)
(351, 90, 5)
(374, 90, 5)
(618, 90, 3)
(958, 90, 4)
(964, 90, 4)
(51, 91, 3)
(164, 91, 8)
(255, 91, 4)
(375, 91, 6)
(550, 91, 4)
(671, 91, 6)
(786, 91, 4)
(812, 91, 5)
(70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
(332, 92, 8)
(344, 92, 8)
(380, 92, 4)
(608, 92, 4)
(922, 92, 8)
(56, 93, 5)
(218, 93, 3)
(338, 93, 8)
(421, 93, 3)
(559, 93, 5)
(777, 93, 8)
(876, 93, 7)
(897, 93, 7)
(941, 93, 6)
(281, 94, 4)
(335, 94, 8)
(378, 94, 8)
(424, 94, 8)
(445, 94, 5)
(515, 94, 5)
(625, 94, 8)
(703, 94, 4)
(811, 94, 3)
(923, 94, 7)
(962, 94, 4)
(991, 94, 6)
(165, 95, 6)
(175, 95, 4)
(202, 95, 5)
(209, 95, 8)
(284, 95, 8)
(444, 95, 4)
(490, 95, 3)
(569, 95, 5)
(579, 95, 8)
(614, 95, 7)
(693, 95, 4)
(937, 95, 3)
(977, 95, 6)
(262, 96, 3)
(358, 96, 3)
(429, 96, 6)
(517, 96, 4)
(529, 96, 3)
(573, 96, 8)
(710, 96, 4)
(727, 96, 3)
(772, 96, 8)
(963, 96, 4)
(988, 96, 4)
(62, 97, 4)
(109, 97, 3)
(413, 97, 4)
(543, 97, 8)
(567, 97, 3)
(620, 97, 3)
(705, 97, 5)
(860, 97, 3)
(873, 97, 3)
(211, 98, 4)
(300, 98, 6)
(402, 98, 6)
(419, 98, 7)
(476, 98, 7)
(538, 98, 8)
(584, 98, 3)
(678, 98, 3)
(707, 98, 4)
(790, 98, 4)
(155, 99, 5)
(382, 99, 7)
(518, 99, 4)
(581, 99, 4)
(586, 99, 6)
(626, 99, 3)
(913, 99, 4)
(926, 99, 3)
___
Q1: (43, 84, 8)
(576, 85, 3)
(381, 87, 5)
^^^
Q2: (566, 82, 0)
(582, 85, 6)
(98, 87, 5)
^^^
Q3: (185, 84, 3)
(729, 85, 3)
(541, 87, 6)
^^^
Q4: (824, 82, 5)
(838, 85, 3)
(633, 87, 8)
^^^
Q5: (878, 82, 2)
(63, 85, 3)
(844, 85, 3)
^^^
Q6: (909, 82, 0)
(857, 85, 4)
(315, 86, 8)
^^^
Q7: (319, 81, 0)
(948, 82, 6)
(870, 85, 5)
^^^
Q8: (986, 82, 6)
(447, 86, 8)
(640, 87, 5)
^^^
Q9: (29, 83, 0)
(115, 85, 3)
(106, 87, 6)
^^^
Q10: (166, 83, 0)
(227, 85, 6)
(491, 86, 6)
^^^
Q11: (198, 83, 5)
(544, 86, 8)
(740, 87, 5)
^^^
Q12: (362, 83, 3)
(706, 86, 3)
(813, 87, 7)
^^^
Q13: (825, 83, 6)
(731, 86, 7)
(814, 87, 7)
^^^
Q14: (992, 83, 4)
(461, 85, 4)
(845, 87, 7)
^^^
Q15: (469, 85, 7)
(817, 86, 3)
^^^
Q16: (816, 81, 0)
(670, 84, 8)
(884, 86, 7)
^^^
Q17: (745, 84, 2)
(35, 87, 5)
(126, 87, 3)
^^^
Q18: (804, 84, 5)
(199, 87, 3)
^^^
Q19: (5, 83, 1)
(881, 84, 6)
(201, 87, 3)
^^^
Q20: (966, 84, 3)
(268, 86, 7)
(259, 87, 4)
^^^
-----------------------------------------------------------------------------------------------------------------
Time: 88
Waiting clients: (48, 89, 5)
(75, 89, 8)
(99, 89, 7)
(122, 89, 7)
(260, 89, 4)
(398, 89, 4)
(558, 89, 8)
(603, 89, 8)
(810, 89, 6)
(837, 89, 8)
(28, 90, 4)
(41, 90, 8)
(116, 90, 6)
(312, 90, 5)
(316, 90, 3)
(348, 90, 4)
(351, 90, 5)
(374, 90, 5)
(618, 90, 3)
(958, 90, 4)
(964, 90, 4)
(51, 91, 3)
(164, 91, 8)
(255, 91, 4)
(375, 91, 6)
(550, 91, 4)
(671, 91, 6)
(786, 91, 4)
(812, 91, 5)
(70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
(332, 92, 8)
(344, 92, 8)
(380, 92, 4)
(608, 92, 4)
(922, 92, 8)
(56, 93, 5)
(218, 93, 3)
(338, 93, 8)
(421, 93, 3)
(559, 93, 5)
(777, 93, 8)
(876, 93, 7)
(897, 93, 7)
(941, 93, 6)
(281, 94, 4)
(335, 94, 8)
(378, 94, 8)
(424, 94, 8)
(445, 94, 5)
(515, 94, 5)
(625, 94, 8)
(703, 94, 4)
(811, 94, 3)
(923, 94, 7)
(962, 94, 4)
(991, 94, 6)
(165, 95, 6)
(175, 95, 4)
(202, 95, 5)
(209, 95, 8)
(284, 95, 8)
(444, 95, 4)
(490, 95, 3)
(569, 95, 5)
(579, 95, 8)
(614, 95, 7)
(693, 95, 4)
(937, 95, 3)
(977, 95, 6)
(262, 96, 3)
(358, 96, 3)
(429, 96, 6)
(517, 96, 4)
(529, 96, 3)
(573, 96, 8)
(710, 96, 4)
(727, 96, 3)
(772, 96, 8)
(963, 96, 4)
(988, 96, 4)
(62, 97, 4)
(109, 97, 3)
(413, 97, 4)
(543, 97, 8)
(567, 97, 3)
(620, 97, 3)
(705, 97, 5)
(860, 97, 3)
(873, 97, 3)
(211, 98, 4)
(300, 98, 6)
(402, 98, 6)
(419, 98, 7)
(476, 98, 7)
(538, 98, 8)
(584, 98, 3)
(678, 98, 3)
(707, 98, 4)
(790, 98, 4)
(155, 99, 5)
(382, 99, 7)
(518, 99, 4)
(581, 99, 4)
(586, 99, 6)
(626, 99, 3)
(913, 99, 4)
(926, 99, 3)
___
Q1: (576, 85, 3)
(381, 87, 5)
(653, 88, 7)
^^^
Q2: (98, 87, 4)
(177, 88, 5)
^^^
Q3: (541, 87, 5)
(688, 88, 8)
^^^
Q4: (838, 85, 0)
(633, 87, 8)
^^^
Q5: (844, 85, 1)
(704, 88, 6)
^^^
Q6: (315, 86, 5)
(364, 88, 8)
^^^
Q7: (870, 85, 4)
(393, 88, 7)
^^^
Q8: (447, 86, 6)
(640, 87, 5)
^^^
Q9: (106, 87, 2)
(422, 88, 3)
^^^
Q10: (491, 86, 5)
(433, 88, 3)
^^^
Q11: (544, 86, 5)
(740, 87, 5)
^^^
Q12: (813, 87, 6)
(809, 88, 4)
^^^
Q13: (731, 86, 5)
(814, 87, 7)
^^^
Q14: (461, 85, 0)
(845, 87, 7)
^^^
Q15: (817, 86, 2)
(457, 88, 6)
^^^
Q16: (670, 84, 0)
(884, 86, 7)
(480, 88, 5)
^^^
Q17: (126, 87, 3)
(836, 88, 5)
^^^
Q18: (199, 87, 0)
(629, 88, 4)
^^^
Q19: (201, 87, 3)
(987, 88, 4)
^^^
Q20: (268, 86, 2)
(259, 87, 4)
^^^
-----------------------------------------------------------------------------------------------------------------
Time: 89
Waiting clients: (28, 90, 4)
(41, 90, 8)
(116, 90, 6)
(312, 90, 5)
(316, 90, 3)
(348, 90, 4)
(351, 90, 5)
(374, 90, 5)
(618, 90, 3)
(958, 90, 4)
(964, 90, 4)
(51, 91, 3)
(164, 91, 8)
(255, 91, 4)
(375, 91, 6)
(550, 91, 4)
(671, 91, 6)
(786, 91, 4)
(812, 91, 5)
(70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
(332, 92, 8)
(344, 92, 8)
(380, 92, 4)
(608, 92, 4)
(922, 92, 8)
(56, 93, 5)
(218, 93, 3)
(338, 93, 8)
(421, 93, 3)
(559, 93, 5)
(777, 93, 8)
(876, 93, 7)
(897, 93, 7)
(941, 93, 6)
(281, 94, 4)
(335, 94, 8)
(378, 94, 8)
(424, 94, 8)
(445, 94, 5)
(515, 94, 5)
(625, 94, 8)
(703, 94, 4)
(811, 94, 3)
(923, 94, 7)
(962, 94, 4)
(991, 94, 6)
(165, 95, 6)
(175, 95, 4)
(202, 95, 5)
(209, 95, 8)
(284, 95, 8)
(444, 95, 4)
(490, 95, 3)
(569, 95, 5)
(579, 95, 8)
(614, 95, 7)
(693, 95, 4)
(937, 95, 3)
(977, 95, 6)
(262, 96, 3)
(358, 96, 3)
(429, 96, 6)
(517, 96, 4)
(529, 96, 3)
(573, 96, 8)
(710, 96, 4)
(727, 96, 3)
(772, 96, 8)
(963, 96, 4)
(988, 96, 4)
(62, 97, 4)
(109, 97, 3)
(413, 97, 4)
(543, 97, 8)
(567, 97, 3)
(620, 97, 3)
(705, 97, 5)
(860, 97, 3)
(873, 97, 3)
(211, 98, 4)
(300, 98, 6)
(402, 98, 6)
(419, 98, 7)
(476, 98, 7)
(538, 98, 8)
(584, 98, 3)
(678, 98, 3)
(707, 98, 4)
(790, 98, 4)
(155, 99, 5)
(382, 99, 7)
(518, 99, 4)
(581, 99, 4)
(586, 99, 6)
(626, 99, 3)
(913, 99, 4)
(926, 99, 3)
___
Q1: (576, 85, 2)
(381, 87, 5)
(653, 88, 7)
^^^
Q2: (98, 87, 3)
(177, 88, 5)
(122, 89, 7)
^^^
Q3: (541, 87, 4)
(688, 88, 8)
(260, 89, 4)
^^^
Q4: (633, 87, 8)
(48, 89, 5)
(398, 89, 4)
^^^
Q5: (844, 85, 0)
(704, 88, 6)
(558, 89, 8)
^^^
Q6: (315, 86, 4)
(364, 88, 8)
(603, 89, 8)
^^^
Q7: (870, 85, 3)
(393, 88, 7)
(810, 89, 6)
^^^
Q8: (447, 86, 5)
(640, 87, 5)
(837, 89, 8)
^^^
Q9: (106, 87, 1)
(422, 88, 3)
^^^
Q10: (491, 86, 4)
(433, 88, 3)
^^^
Q11: (544, 86, 4)
(740, 87, 5)
^^^
Q12: (813, 87, 5)
(809, 88, 4)
^^^
Q13: (731, 86, 4)
(814, 87, 7)
^^^
Q14: (845, 87, 7)
(75, 89, 8)
^^^
Q15: (817, 86, 1)
(457, 88, 6)
^^^
Q16: (884, 86, 7)
(480, 88, 5)
^^^
Q17: (126, 87, 2)
(836, 88, 5)
^^^
Q18: (629, 88, 4)
(99, 89, 7)
^^^
Q19: (201, 87, 2)
(987, 88, 4)
^^^
Q20: (268, 86, 1)
(259, 87, 4)
^^^
-----------------------------------------------------------------------------------------------------------------
Time: 90
Waiting clients: (51, 91, 3)
(164, 91, 8)
(255, 91, 4)
(375, 91, 6)
(550, 91, 4)
(671, 91, 6)
(786, 91, 4)
(812, 91, 5)
(70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
(332, 92, 8)
(344, 92, 8)
(380, 92, 4)
(608, 92, 4)
(922, 92, 8)
(56, 93, 5)
(218, 93, 3)
(338, 93, 8)
(421, 93, 3)
(559, 93, 5)
(777, 93, 8)
(876, 93, 7)
(897, 93, 7)
(941, 93, 6)
(281, 94, 4)
(335, 94, 8)
(378, 94, 8)
(424, 94, 8)
(445, 94, 5)
(515, 94, 5)
(625, 94, 8)
(703, 94, 4)
(811, 94, 3)
(923, 94, 7)
(962, 94, 4)
(991, 94, 6)
(165, 95, 6)
(175, 95, 4)
(202, 95, 5)
(209, 95, 8)
(284, 95, 8)
(444, 95, 4)
(490, 95, 3)
(569, 95, 5)
(579, 95, 8)
(614, 95, 7)
(693, 95, 4)
(937, 95, 3)
(977, 95, 6)
(262, 96, 3)
(358, 96, 3)
(429, 96, 6)
(517, 96, 4)
(529, 96, 3)
(573, 96, 8)
(710, 96, 4)
(727, 96, 3)
(772, 96, 8)
(963, 96, 4)
(988, 96, 4)
(62, 97, 4)
(109, 97, 3)
(413, 97, 4)
(543, 97, 8)
(567, 97, 3)
(620, 97, 3)
(705, 97, 5)
(860, 97, 3)
(873, 97, 3)
(211, 98, 4)
(300, 98, 6)
(402, 98, 6)
(419, 98, 7)
(476, 98, 7)
(538, 98, 8)
(584, 98, 3)
(678, 98, 3)
(707, 98, 4)
(790, 98, 4)
(155, 99, 5)
(382, 99, 7)
(518, 99, 4)
(581, 99, 4)
(586, 99, 6)
(626, 99, 3)
(913, 99, 4)
(926, 99, 3)
___
Q1: (576, 85, 1)
(381, 87, 5)
(653, 88, 7)
^^^
Q2: (98, 87, 2)
(177, 88, 5)
(122, 89, 7)
^^^
Q3: (541, 87, 3)
(688, 88, 8)
(260, 89, 4)
^^^
Q4: (633, 87, 7)
(48, 89, 5)
(398, 89, 4)
^^^
Q5: (704, 88, 6)
(558, 89, 8)
(28, 90, 4)
^^^
Q6: (315, 86, 3)
(364, 88, 8)
(603, 89, 8)
^^^
Q7: (870, 85, 2)
(393, 88, 7)
(810, 89, 6)
^^^
Q8: (447, 86, 4)
(640, 87, 5)
(837, 89, 8)
^^^
Q9: (106, 87, 0)
(422, 88, 3)
(41, 90, 8)
^^^
Q10: (491, 86, 3)
(433, 88, 3)
(116, 90, 6)
^^^
Q11: (544, 86, 3)
(740, 87, 5)
(312, 90, 5)
^^^
Q12: (813, 87, 4)
(809, 88, 4)
(316, 90, 3)
^^^
Q13: (731, 86, 3)
(814, 87, 7)
(348, 90, 4)
^^^
Q14: (845, 87, 6)
(75, 89, 8)
(351, 90, 5)
^^^
Q15: (817, 86, 0)
(457, 88, 6)
(374, 90, 5)
^^^
Q16: (884, 86, 6)
(480, 88, 5)
(618, 90, 3)
^^^
Q17: (126, 87, 1)
(836, 88, 5)
(958, 90, 4)
^^^
Q18: (629, 88, 3)
(99, 89, 7)
(964, 90, 4)
^^^
Q19: (201, 87, 1)
(987, 88, 4)
^^^
Q20: (268, 86, 0)
(259, 87, 4)
^^^
-----------------------------------------------------------------------------------------------------------------
Time: 91
Waiting clients: (70, 92, 8)
(167, 92, 4)
(189, 92, 5)
(282, 92, 5)
(295, 92, 8)
